"","Species","CommonName","TaxonomicGrouping","FilterRegion","FilterSubRegion","ManagementBody","ManagementPlan","DistributionProjectName"
"396","Beringraja binoculata","Big skate","Elasmobranchii: Batoidea (skates, rays)","Alaska","Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","NMFS/Rutgers IDW Interpolation"
"397","Beringraja rhina","Longnose skate","Elasmobranchii: Batoidea (skates, rays)","Alaska","Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","NMFS/Rutgers IDW Interpolation"
"398","Berryteuthis magister","Magister armhook squid","Cephalopoda (squid, octopus)","Alaska","Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","NMFS/Rutgers IDW Interpolation"
"399","Ceramaster patagonicus","Cookie star","Asteroidea (starfishes)","Gulf of Mexico","Gulf of Alaska",NA,NA,"Not for IDW"
"400","Chionoecetes bairdi","Tanner crab","Decapoda (Crabs/Lobster/Shrimp)","Alaska","Gulf of Alaska",NA,NA,"NMFS/Rutgers IDW Interpolation"
"401","Clupea pallasii","Pacific herring","Clupeiformes (Herrings, anchovy, shad)","Alaska","Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","NMFS/Rutgers IDW Interpolation"
"402","Crossaster papposus","Common sunstar","Asteroidea (starfishes)","Alaska","Gulf of Alaska",NA,NA,"NMFS/Rutgers IDW Interpolation"
"403","Ctenodiscus crispatus","Mud star","Asteroidea (starfishes)","Alaska","Gulf of Alaska",NA,NA,"NMFS/Rutgers IDW Interpolation"
"404","Dasycottus setiger","Spinyhead sculpin","Perciformes/Cottoidei (sculpins)","Alaska","Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","NMFS/Rutgers IDW Interpolation"
"405","Dipsacaster borealis","Northern sand star","Asteroidea (starfishes)","Alaska","Gulf of Alaska",NA,NA,"Not for IDW"
"406","Elassochirus cavimanus","Purple hermit","Decapoda (Crabs/Lobster/Shrimp)","Alaska","Gulf of Alaska",NA,NA,"Not for IDW"
"407","Elassochirus tenuimanus","Widehand hermit","Decapoda (Crabs/Lobster/Shrimp)","Alaska","Gulf of Alaska",NA,NA,"NMFS/Rutgers IDW Interpolation"
"408","Enteroctopus dofleini","North pacific giant octopus","Cephalopoda (squid, octopus)","Alaska","Gulf of Alaska",NA,NA,"Not for IDW"
"409","Gadus chalcogrammus","Walleye pollock","Gadiformes (Cods, genadiers, pollock)","Alaska","Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","NMFS/Rutgers IDW Interpolation"
"410","Gadus macrocephalus","Pacific cod","Gadiformes (Cods, genadiers, pollock)","Alaska","Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","NMFS/Rutgers IDW Interpolation"
"411","Glyptocephalus zachirus","Rex sole","Pleuronectiformes (Flatfishes)","Alaska","Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","NMFS/Rutgers IDW Interpolation"
"412","Gorgonocephalus eucnemis","Basket star","Ophiuroidea (brittle stars)","Alaska","Gulf of Alaska",NA,NA,"NMFS/Rutgers IDW Interpolation"
"413","Hemilepidotus jordani","Yellow irish lord","Perciformes/Cottoidei (sculpins)","Alaska","Gulf of Alaska",NA,NA,"NMFS/Rutgers IDW Interpolation"
"414","Hemitripterus bolini","Bigmouth sculpin","Perciformes/Cottoidei (sculpins)","Alaska","Gulf of Alaska",NA,NA,"NMFS/Rutgers IDW Interpolation"
"415","Hexagrammos decagrammus","Kelp greenling","Perciformes/Cottoidei (sculpins)","Alaska","Gulf of Alaska",NA,NA,"Not for IDW"
"416","Hippoglossoides elassodon","Flathead sole","Pleuronectiformes (Flatfishes)","Alaska","Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","NMFS/Rutgers IDW Interpolation"
"417","Hippoglossus stenolepis","Pacific halibut","Pleuronectiformes (Flatfishes)","Alaska","Gulf of Alaska","NPFMC","Species Managed Under International Agreement - IPHC","NMFS/Rutgers IDW Interpolation"
"418","Hyas lyratus","Pacific lyre crab","Decapoda (Crabs/Lobster/Shrimp)","Alaska","Gulf of Alaska",NA,NA,"NMFS/Rutgers IDW Interpolation"
"419","Hydrolagus colliei","Spotted ratfish","Chimaeriformes (Chimaeras)","Alaska","Gulf of Alaska",NA,NA,"NMFS/Rutgers IDW Interpolation"
"420","Isopsetta isolepis","Butter sole","Pleuronectiformes (Flatfishes)","Alaska","Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","NMFS/Rutgers IDW Interpolation"
"421","Lepidopsetta sp.","Rock soles","Pleuronectiformes (Flatfishes)","Alaska","Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","NMFS/Rutgers IDW Interpolation"
"422","Lethasterias nanimensis","Black spined sea star","Asteroidea (starfishes)","Alaska","Gulf of Alaska",NA,NA,"NMFS/Rutgers IDW Interpolation"
"423","Limanda aspera","Yellowfin sole","Pleuronectiformes (Flatfishes)","Alaska","Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","NMFS/Rutgers IDW Interpolation"
"424","Lycodes brevipes","Shortfin eelpout","Perciformes/Zoarcoidei (Eelpouts and pricklebacks)","Alaska","Gulf of Alaska",NA,NA,"NMFS/Rutgers IDW Interpolation"
"425","Lycodes palearis","Wattled eelpout","Perciformes/Zoarcoidei (Eelpouts and pricklebacks)","Alaska","Gulf of Alaska",NA,NA,"NMFS/Rutgers IDW Interpolation"
"426","Lyopsetta exilis","Slender sole","Pleuronectiformes (Flatfishes)","Alaska","Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","NMFS/Rutgers IDW Interpolation"
"427","Malacocottus zonurus","Darkfin sculpin","Perciformes/Cottoidei (sculpins)","Alaska","Gulf of Alaska",NA,NA,"NMFS/Rutgers IDW Interpolation"
"428","Mallotus villosus","Capelin","Osmeriformes (caplin, freshwater smelt)","Alaska","Gulf of Alaska",NA,NA,"NMFS/Rutgers IDW Interpolation"
"429","Merluccius productus","Pacific hake","Gadiformes (Cods, genadiers, pollock)","Alaska","Gulf of Alaska",NA,NA,"Not for IDW"
"430","Microstomus pacificus","Dover sole","Pleuronectiformes (Flatfishes)","Alaska","Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","NMFS/Rutgers IDW Interpolation"
"431","Modiolus modiolus","Northern horsemussel","Bivalvia (clams, muscles, oyster, arks, etc)","Alaska","Gulf of Alaska",NA,NA,"Not for IDW"
"432","Myoxocephalus polyacanthocephalus","Great sculpin","Perciformes/Cottoidei (sculpins)","Alaska","Gulf of Alaska",NA,NA,"NMFS/Rutgers IDW Interpolation"
"433","Oncorhynchus keta","Chum salmon","Salmoniformes (Salmons)","Alaska","Gulf of Alaska",NA,NA,"Not for IDW"
"434","Oncorhynchus tshawytscha","Chinook salmon","Salmoniformes (Salmons)","Alaska","Gulf of Alaska",NA,NA,"Not for IDW"
"435","Ophiodon elongatus","Lingcod","Perciformes/Cottoidei (sculpins)","Alaska","Gulf of Alaska",NA,NA,"NMFS/Rutgers IDW Interpolation"
"436","Oregonia gracilis","Graceful decorator crab","Decapoda (Crabs/Lobster/Shrimp)","Alaska","Gulf of Alaska",NA,NA,"NMFS/Rutgers IDW Interpolation"
"437","Orthasterias koehleri","Rainbow star","Asteroidea (starfishes)","Alaska","Gulf of Alaska",NA,NA,"Not for IDW"
"438","Pagurus aleuticus","Aleutian hermit","Decapoda (Crabs/Lobster/Shrimp)","Alaska","Gulf of Alaska",NA,NA,"NMFS/Rutgers IDW Interpolation"
"439","Pagurus brandti","Sponge hermit","Decapoda (Crabs/Lobster/Shrimp)","Alaska","Gulf of Alaska",NA,NA,"Not for IDW"
"440","Pagurus capillatus","Hairy hermit crab","Decapoda (Crabs/Lobster/Shrimp)","Alaska","Gulf of Alaska",NA,NA,"Not for IDW"
"441","Pagurus confragosus","Knobbyhand hermit","Decapoda (Crabs/Lobster/Shrimp)","Alaska","Gulf of Alaska",NA,NA,"Not for IDW"
"442","Pagurus kennerlyi","Bluespine hermit","Decapoda (Crabs/Lobster/Shrimp)","Alaska","Gulf of Alaska",NA,NA,"Not for IDW"
"443","Pagurus ochotensis","Alaskan hermit crab","Decapoda (Crabs/Lobster/Shrimp)","Alaska","Gulf of Alaska",NA,NA,"Not for IDW"
"444","Pagurus trigonocheirus","Fuzzy hermit","Decapoda (Crabs/Lobster/Shrimp)","Alaska","Gulf of Alaska",NA,NA,"Not for IDW"
"445","Parophrys vetulus","English sole","Pleuronectiformes (Flatfishes)","Alaska","Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","NMFS/Rutgers IDW Interpolation"
"446","Pasiphaea pacifica","Pacific glass shrimp","Decapoda (Crabs/Lobster/Shrimp)","Alaska","Gulf of Alaska",NA,NA,"NMFS/Rutgers IDW Interpolation"
"447","Platichthys stellatus","Starry flounder","Pleuronectiformes (Flatfishes)","Alaska","Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","NMFS/Rutgers IDW Interpolation"
"448","Pleurogrammus monopterygius","Atka mackerel","Perciformes/Cottoidei (sculpins)","Alaska","Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","NMFS/Rutgers IDW Interpolation"
"449","Pleuronectes quadrituberculatus","Alaska plaice","Pleuronectiformes (Flatfishes)","Alaska","Gulf of Alaska",NA,NA,"Not for IDW"
"450","Podothecus accipenserinus","Sturgeon poacher","Perciformes/Cottoidei (sculpins)","Alaska","Gulf of Alaska",NA,NA,"Not for IDW"
"451","Pseudarchaster parelii","Northern scarlet star","Asteroidea (starfishes)","Alaska","Gulf of Alaska",NA,NA,"Not for IDW"
"452","Pycnopodia helianthoides","Sunflower sea star","Asteroidea (starfishes)","Alaska","Gulf of Alaska",NA,NA,"NMFS/Rutgers IDW Interpolation"
"453","Rossia pacifica","Eastern pacific bobtail","Cephalopoda (squid, octopus)","Alaska","Gulf of Alaska",NA,NA,"Not for IDW"
"454","Sebastes alutus","Pacific ocean perch","Perciformes/Scorpaenoidei (Scorpionfishes)","Alaska","Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","NMFS/Rutgers IDW Interpolation"
"455","Sebastes babcocki","Redbanded rockfish","Perciformes/Scorpaenoidei (Scorpionfishes)","Alaska","Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","NMFS/Rutgers IDW Interpolation"
"456","Sebastes borealis","Shortraker rockfish","Perciformes/Scorpaenoidei (Scorpionfishes)","Alaska","Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","NMFS/Rutgers IDW Interpolation"
"457","Sebastes brevispinis","Silvergray rockfish","Perciformes/Scorpaenoidei (Scorpionfishes)","Alaska","Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","NMFS/Rutgers IDW Interpolation"
"458","Sebastes polyspinis","Northern rockfish","Perciformes/Scorpaenoidei (Scorpionfishes)","Alaska","Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","NMFS/Rutgers IDW Interpolation"
"459","Sebastes proriger","Redstripe rockfish","Perciformes/Scorpaenoidei (Scorpionfishes)","Alaska","Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","Not for IDW"
"460","Sebastes variegatus","Harlequin rockfish","Perciformes/Scorpaenoidei (Scorpionfishes)","Alaska","Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","Not for IDW"
"461","Sebastes zacentrus","Sharpchin rockfish","Perciformes/Scorpaenoidei (Scorpionfishes)","Alaska","Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","NMFS/Rutgers IDW Interpolation"
"462","Sebastolobus alascanus","Shortspine thornyhead","Perciformes/Scorpaenoidei (Scorpionfishes)","Alaska","Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","NMFS/Rutgers IDW Interpolation"
"463","Squalus suckleyi","Pacific spiny dogfish","Elasmobranchii: Selachii (sharks)","Alaska","Gulf of Alaska","NPFMC","Groundfish of the Gulf of Alaska","NMFS/Rutgers IDW Interpolation"
"464","Stylasterias forreri","Velcro star","Asteroidea (starfishes)","Alaska","Gulf of Alaska",NA,NA,"Not for IDW"
"465","Thaleichthys pacificus","Eulachon","Osmeriformes (caplin, freshwater smelt)","Alaska","Gulf of Alaska",NA,NA,"NMFS/Rutgers IDW Interpolation"
"466","Zaprora silenus","Prowfish","Perciformes/Zoarcoidei (Eelpouts and pricklebacks)","Alaska","Gulf of Alaska",NA,NA,"Not for IDW"
"467","Alosa aestivalis","Blueback herring","Clupeiformes (Herrings, anchovy, shad)","US East Coast","Northeast US","ASMFC","Interstate Fishery Management Plan","NMFS/Rutgers IDW Interpolation"
"468","Alosa pseudoharengus","Alewife","Clupeiformes (Herrings, anchovy, shad)","US East Coast","Northeast US","ASMFC","Interstate Fishery Management Plan","NMFS/Rutgers IDW Interpolation"
"469","Alosa sapidissima","American shad","Clupeiformes (Herrings, anchovy, shad)","US East Coast","Northeast US","ASMFC","Interstate Fishery Management Plan","NMFS/Rutgers IDW Interpolation"
"470","Amblyraja radiata","Thorny skate","Elasmobranchii: Batoidea (skates, rays)","US East Coast","Northeast US","NEFMC","Northeast Skate Complex","NMFS/Rutgers IDW Interpolation"
"471","Ammodytes dubius","Northern sand lance","Perciformes/Uranoscopoidei (Sand dwellers)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"472","Anarhichas lupus","Atlantic wolffish","Perciformes/Zoarcoidei (Eelpouts and pricklebacks)","US East Coast","Northeast US","NEFMC","Northeast Multispecies","NMFS/Rutgers IDW Interpolation"
"473","Anchoa hepsetus","Striped anchovy","Clupeiformes (Herrings, anchovy, shad)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"474","Anchoa mitchilli","Bay anchovy","Clupeiformes (Herrings, anchovy, shad)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"475","Antigonia capros","Deepbody boarfish","Acanthuriformes (Surgeonfishes)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"476","Ariomma bondi","Silver rag driftfish","Scombriformes (Mackerels)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"477","Aspidophoroides monopterygius","Alligatorfish","Perciformes/Cottoidei (sculpins)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"478","Bathypolypus arcticus","North atlantic octopus","Cephalopoda (squid, octopus)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"479","Brosme brosme","Cusk","Gadiformes (Cods, genadiers, pollock)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"480","Cancer borealis","Jonah crab","Decapoda (Crabs/Lobster/Shrimp)","US East Coast","Northeast US","ASMFC","Interstate Fishery Management Plan","NMFS/Rutgers IDW Interpolation"
"481","Cancer irroratus","Atlantic rock crab","Decapoda (Crabs/Lobster/Shrimp)","US East Coast","Northeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"482","Caranx crysos","Blue runner","Carangiformes (Jacks)","Gulf of Mexico","Gulf of Mexico",NA,NA,"Not for IDW"
"483","Caranx crysos","Blue runner","Carangiformes (Jacks)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"484","Centropristis striata","Black sea bass","Perciformes/Serranoidei (Groupers)","US East Coast","Northeast US","ASMFC","Summer Flounder, Scup and Black Sea Bass","NMFS/Rutgers IDW Interpolation"
"485","Centropristis striata","Black sea bass","Perciformes/Serranoidei (Groupers)","US East Coast","Northeast US","MAFMC","Summer Flounder, Scup and Black Sea Bass","NMFS/Rutgers IDW Interpolation"
"486","Chlorophthalmus agassizi","Shortnose greeneye","Aulopiformes (Grinners, lizardfish)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"487","Citharichthys arctifrons","Gulf stream flounder","Pleuronectiformes (Flatfishes)","US East Coast","Northeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"488","Clupea harengus","Atlantic herring","Clupeiformes (Herrings, anchovy, shad)","US East Coast","Northeast US","ASMFC","Interstate Fishery Management Plan","NMFS/Rutgers IDW Interpolation"
"489","Clupea harengus","Atlantic herring","Clupeiformes (Herrings, anchovy, shad)","US East Coast","Northeast US","NEFMC","Atlantic Herring","NMFS/Rutgers IDW Interpolation"
"490","Cryptacanthodes maculatus","Wrymouth","Perciformes/Zoarcoidei (Eelpouts and pricklebacks)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"491","Cynoscion regalis","Weakfish","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers)","US East Coast","Northeast US","ASMFC","Interstate Fishery Management Plan","Not for IDW"
"492","Decapterus punctatus","Round scad","Carangiformes (Jacks)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"493","Dichelopandalus leptocerus","Bristled longbeak","Decapoda (Crabs/Lobster/Shrimp)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"494","Dipturus laevis","Barndoor skate","Elasmobranchii: Batoidea (skates, rays)","US East Coast","Northeast US","NEFMC","Northeast Skate Complex","NMFS/Rutgers IDW Interpolation"
"495","Enchelyopus cimbrius","Fourbeard rockling","Gadiformes (Cods, genadiers, pollock)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"496","Gadus morhua","Atlantic cod","Gadiformes (Cods, genadiers, pollock)","US East Coast","Northeast US","NEFMC","Northeast Multispecies","NMFS/Rutgers IDW Interpolation"
"497","Glyptocephalus cynoglossus","Witch flounder","Pleuronectiformes (Flatfishes)","US East Coast","Northeast US","NEFMC","Northeast Multispecies","NMFS/Rutgers IDW Interpolation"
"498","Helicolenus dactylopterus","Blackbelly rosefish","Perciformes/Scorpaenoidei (Scorpionfishes)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"499","Hemitripterus americanus","Sea raven","Perciformes/Cottoidei (sculpins)","US East Coast","Northeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"500","Hippoglossoides platessoides","American plaice","Pleuronectiformes (Flatfishes)","US East Coast","Northeast US","NEFMC","Northeast Multispecies","NMFS/Rutgers IDW Interpolation"
"501","Hippoglossus hippoglossus","Atlantic halibut","Pleuronectiformes (Flatfishes)","US East Coast","Northeast US","NEFMC","Northeast Multispecies","NMFS/Rutgers IDW Interpolation"
"502","Homarus americanus","American lobster","Decapoda (Crabs/Lobster/Shrimp)","US East Coast","Northeast US","ASMFC","Interstate Fishery Management Plan","NMFS/Rutgers IDW Interpolation"
"503","Illex illecebrosus","Northern shortfin squid","Cephalopoda (squid, octopus)","US East Coast","Northeast US","MAFMC","Mackerel, Squid and Butterfish","NMFS/Rutgers IDW Interpolation"
"504","Larimus fasciatus","Banded drum","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"505","Leiostomus xanthurus","Spot","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers)","US East Coast","Northeast US","ASMFC","Interstate Fishery Management Plan","Not for IDW"
"506","Lepophidium profundorum","Fawn cusk-eel","Ophidiiformes (Cusk eels)","US East Coast","Northeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"507","Leucoraja garmani","Rosette skate","Elasmobranchii: Batoidea (skates, rays)","US East Coast","Northeast US","NEFMC","Northeast Skate Complex","NMFS/Rutgers IDW Interpolation"
"508","Leucoraja ocellata","Winter skate","Elasmobranchii: Batoidea (skates, rays)","US East Coast","Northeast US","NEFMC","Northeast Skate Complex","NMFS/Rutgers IDW Interpolation"
"509","Limulus polyphemus","Horseshoe crab","Xiphosura (horseshoe crabs)","US East Coast","Northeast US","ASMFC","Interstate Fishery Management Plan","NMFS/Rutgers IDW Interpolation"
"510","Lithodes maja","Norway king crab","Decapoda (Crabs/Lobster/Shrimp)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"511","Lophius americanus","Monkfish","Lophiiformes (Anglerfishes)","US East Coast","Northeast US","MAFMC","Monkfish","NMFS/Rutgers IDW Interpolation"
"512","Lophius americanus","Monkfish","Lophiiformes (Anglerfishes)","US East Coast","Northeast US","NEFMC","Monkfish","NMFS/Rutgers IDW Interpolation"
"513","Malacoraja senta","Smooth skate","Elasmobranchii: Batoidea (skates, rays)","US East Coast","Northeast US","NEFMC","Northeast Skate Complex","NMFS/Rutgers IDW Interpolation"
"514","Maurolicus weitzmani","Atlantic pearlside","Stomiiformes (Lightfishes and dragonfishes)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"515","Melanogrammus aeglefinus","Haddock","Gadiformes (Cods, genadiers, pollock)","US East Coast","Northeast US","NEFMC","Northeast Multispecies","NMFS/Rutgers IDW Interpolation"
"516","Menticirrhus americanus","Southern kingfish","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"517","Menticirrhus saxatilis","Northern kingfish","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"518","Merluccius albidus","Offshore hake","Gadiformes (Cods, genadiers, pollock)","US East Coast","Northeast US","NEFMC","Northeast Multispecies","NMFS/Rutgers IDW Interpolation"
"519","Merluccius bilinearis","Silver hake","Gadiformes (Cods, genadiers, pollock)","US East Coast","Northeast US","NEFMC","Northeast Multispecies","NMFS/Rutgers IDW Interpolation"
"520","Micropogonias undulatus","Atlantic croaker","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers)","US East Coast","Northeast US","ASMFC","Interstate Fishery Management Plan","NMFS/Rutgers IDW Interpolation"
"521","Mustelus canis","Smooth dogfish","Elasmobranchii: Selachii (sharks)","US East Coast","Northeast US","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","NMFS/Rutgers IDW Interpolation"
"522","Myliobatis freminvillei","Bullnose eagle ray","Elasmobranchii: Batoidea (skates, rays)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"523","Myoxocephalus octodecemspinosus","Longhorn sculpin","Perciformes/Cottoidei (sculpins)","US East Coast","Northeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"524","Myxine glutinosa","Atlantic hagfish","Myxiniformes (Hagfishes)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"525","Opisthonema oglinum","Atlantic thread herring","Clupeiformes (Herrings, anchovy, shad)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"526","Orthopristis chrysoptera","Pigfish","Eupercaria (drums, croakers, porgies, tilefishes, parrotfish, snappers)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"527","Ovalipes ocellatus","Ocellate lady crab","Decapoda (Crabs/Lobster/Shrimp)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"528","Ovalipes stephensoni","Coarsehand lady crab","Decapoda (Crabs/Lobster/Shrimp)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"529","Pandalus borealis","Atlantic northern shrimp","Decapoda (Crabs/Lobster/Shrimp)","US East Coast","Northeast US","ASMFC","Interstate Fishery Management Plan","NMFS/Rutgers IDW Interpolation"
"530","Pandalus montagui","Aesop shrimp","Decapoda (Crabs/Lobster/Shrimp)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"531","Paralichthys dentatus","Summer flounder","Pleuronectiformes (Flatfishes)","US East Coast","Northeast US","ASMFC","Summer Flounder, Scup and Black Sea Bass","NMFS/Rutgers IDW Interpolation"
"532","Paralichthys dentatus","Summer flounder","Pleuronectiformes (Flatfishes)","US East Coast","Northeast US","MAFMC","Summer Flounder, Scup and Black Sea Bass","NMFS/Rutgers IDW Interpolation"
"533","Pasiphaea multidentata","Pink glass shrimp","Decapoda (Crabs/Lobster/Shrimp)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"534","Peprilus triacanthus","American butterfish","Scombriformes (Mackerels)","US East Coast","Northeast US","MAFMC","Mackerel, Squid and Butterfish","NMFS/Rutgers IDW Interpolation"
"535","Peristedion miniatum","Armored searobin","Perciformes/Scorpaenoidei (Scorpionfishes)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"536","Placopecten magellanicus","Atlantic sea scallop","Bivalvia (clams, muscles, oyster, arks, etc)","US East Coast","Northeast US","NEFMC","Atlantic Sea Scallop","NMFS/Rutgers IDW Interpolation"
"537","Pollachius virens","Pollock","Gadiformes (Cods, genadiers, pollock)","US East Coast","Northeast US","NEFMC","Northeast Multispecies","NMFS/Rutgers IDW Interpolation"
"538","Polymixia lowei","Beardfish","Polymixiiformes (Beardfishes)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"539","Pomatomus saltatrix","Bluefish","Scombriformes (Mackerels)","US East Coast","Northeast US","ASMFC","Bluefish","NMFS/Rutgers IDW Interpolation"
"540","Pomatomus saltatrix","Bluefish","Scombriformes (Mackerels)","US East Coast","Northeast US","MAFMC","Bluefish","NMFS/Rutgers IDW Interpolation"
"541","Pontophilus norvegicus","Norwegian shrimp","Decapoda (Crabs/Lobster/Shrimp)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"542","Prionotus carolinus","Northern searobin","Perciformes/Scorpaenoidei (Scorpionfishes)","US East Coast","Northeast US",NA,NA,"NMFS/Rutgers IDW Interpolation"
"543","Prionotus evolans","Striped searobin","Perciformes/Scorpaenoidei (Scorpionfishes)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"544","Pseudopleuronectes americanus","Winter flounder","Pleuronectiformes (Flatfishes)","US East Coast","Northeast US","ASMFC","Northeast Multispecies","NMFS/Rutgers IDW Interpolation"
"545","Pseudopleuronectes americanus","Winter flounder","Pleuronectiformes (Flatfishes)","US East Coast","Northeast US","NEFMC","Northeast Multispecies","NMFS/Rutgers IDW Interpolation"
"546","Rhizoprionodon terraenovae","Atlantic sharpnose shark","Elasmobranchii: Selachii (sharks)","US East Coast","Northeast US","Atlantic HMS","Consolidated Atlantic Highly Migratory Species","NMFS/Rutgers IDW Interpolation"
"547","Sardinella aurita","Spanish sardine","Clupeiformes (Herrings, anchovy, shad)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"548","Scomber scombrus","Atlantic mackerel","Scombriformes (Mackerels)","US East Coast","Northeast US","MAFMC","Mackerel, Squid and Butterfish","NMFS/Rutgers IDW Interpolation"
"549","Scomberesox saurus","Atlantic saury","Scombriformes (Mackerels)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"550","Scomberomorus maculatus","Spanish mackerel","Scombriformes (Mackerels)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"551","Scophthalmus aquosus","Windowpane flounder","Pleuronectiformes (Flatfishes)","US East Coast","Northeast US","NEFMC","Northeast Multispecies","NMFS/Rutgers IDW Interpolation"
"552","Scyliorhinus retifer","Chain catshark","Elasmobranchii: Selachii (sharks)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"553","Sebastes fasciatus","Acadian redfish","Perciformes/Scorpaenoidei (Scorpionfishes)","US East Coast","Northeast US","NEFMC","Northeast Multispecies","NMFS/Rutgers IDW Interpolation"
"554","Selene setapinnis","Atlantic moonfish","Carangiformes (Jacks)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"555","Sphoeroides maculatus","Northern puffer","Tetraodontiformes (puffers and filefishes)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"556","Sphyraena borealis","Northern sennet","Carangaria/misc (barracuda, threadfins)","US East Coast","Northeast US",NA,NA,"Not for IDW"
"557","Squalus acanthias","Spiny dogfish","Elasmobranchii: Selachii (sharks)","US East Coast","Northeast US","ASMFC","Interstate Fishery Management Plan","NMFS/Rutgers IDW Interpolation"
"558","Squalus acanthias","Spiny dogfish","Elasmobranchii: Selachii (sharks)","US East Coast","Northeast US","MAFMC","Spiny Dogfish","NMFS/Rutgers IDW Interpolation"
"559","Squalus acanthias","Spiny dogfish","Elasmobranchii: Selachii (sharks)","US East Coast","Northeast US","NEFMC","Spiny Dogfish","NMFS/Rutgers IDW Interpolation"
